"","primary.id","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q1","Q2","self.race","self.race.free","gender","age","education","covid.usage","pre.covid.usage","last.login","subject_id","date","subject_gender_RA","subject_race_RA"
"497","2020-09-149089","2020-09-14 14:17:57","2020-09-14 14:20:54","IP Address","99.100.229.161",100,176,"True","2020-09-14 14:20:54","R_1DqKP2soAtupGCF",NA,NA,NA,NA,42.35400390625,-87.8675003051758,"anonymous","EN","Yes, I consent to participate","cdr","Hispanic","I would describe myself as a Latina. I usually get hesitant because that isn't on common forms, so I have to really think about which I am, based on the forms.","Female",18,"Graduated high school","A few times a week","A few times a week","Within the past hour",9089,2020-09-14,"female","hispanic"
"498","2020-09-152278","2020-09-15 10:59:20","2020-09-15 11:58:18","IP Address","99.170.172.185",100,3537,"True","2020-09-15 11:58:18","R_1gHAC5bALnaqmn4",NA,NA,NA,NA,33.8081970214844,-84.1701965332031,"anonymous","EN","Yes, I consent to participate","cdr","Two or more","mixed","Female",31,"Bachelor's degree","A few times a month","A few times a month","Within the past hour",2278,2020-09-15,"female","black or african american"
"499","2020-09-153456","2020-09-15 14:06:31","2020-09-15 14:09:07","IP Address","98.227.156.77",100,156,"True","2020-09-15 14:09:08","R_3CDa9QNMBNR5QK7",NA,NA,NA,NA,41.8018035888672,-87.5992965698242,"anonymous","EN","Yes, I consent to participate","cdr","White","I just think 'white.'  My parents are both of European descent.  Both are fully white.  I never feel like there's anything complex about it.","Female",22,"Bachelor's degree","A few times a week","A few times a week","Within the past day",3456,2020-09-15,"female","white"
"500","2020-09-154012","2020-09-15 10:03:14","2020-09-15 10:04:44","IP Address","119.74.151.12",100,90,"True","2020-09-15 10:04:45","R_1fcKo0NMWO6xc2g",NA,NA,NA,NA,1.36810302734375,103.883209228516,"anonymous","EN","Yes, I consent to participate","cdr","Asian","singaporean chinese","Male",32,"Associate's degree","A few times a day","A few times a day","Within the past hour",4012,2020-09-15,"male","asian"
"501","2020-09-155095","2020-09-15 12:02:31","2020-09-15 12:05:07","IP Address","207.181.213.48",100,156,"True","2020-09-15 12:05:08","R_3qs8ONuQudGz2Uy",NA,NA,NA,NA,41.8972015380859,-87.6195983886719,"anonymous","EN","Yes, I consent to participate","cdr","Asian","To the best of my knowledge, I am an ethnically Chinese Asian American.","Female",20,"Graduated high school","A few times a day","A few times a day","Within the past hour",5095,2020-09-15,"female","asian"
"502","2020-09-155475","2020-09-15 12:02:28","2020-09-15 12:04:42","IP Address","74.195.252.81",100,133,"True","2020-09-15 12:04:42","R_3lJla9eo4cFtEin",NA,NA,NA,NA,36.1020965576172,-97.0635986328125,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Chinese, Filipino, born in the USA","Female",22,"Some college, no degree","A few times a day","A few times a day","Within the past hour",5475,2020-09-15,"female","asian"
"503","2020-09-156265","2020-09-15 13:01:15","2020-09-15 13:03:54","IP Address","156.146.98.39",100,159,"True","2020-09-15 13:03:55","R_33pUQ9sLrFkrdeQ",NA,NA,NA,NA,43.1174011230469,-70.9197006225586,"anonymous","EN","Yes, I consent to participate","cdr","White","White and Jewish ","Female",22,"Bachelor's degree","A few times a day","A few times a day","Within the past day",6265,2020-09-15,"female","white"
"504","2020-09-158576","2020-09-15 13:02:08","2020-09-15 13:04:08","IP Address","12.97.151.127",100,120,"True","2020-09-15 13:04:09","R_3NLrG1w0QEc3mhB",NA,NA,NA,NA,41.8972015380859,-87.6195983886719,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian. I think of the Indian subcontinent.","Female",28,"Doctoral degree","A few times a day","A few times a day","Within the past day",8576,2020-09-15,"female","asian"
"505","2020-09-161814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"male","hispanic"
"506","2020-09-161948","2020-09-16 14:01:26","2020-09-16 14:04:58","IP Address","67.87.198.148",100,212,"True","2020-09-16 14:04:59","R_3EmRkTrAZ8LKvqL",NA,NA,NA,NA,40.66650390625,-73.5455017089844,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I am Asian but I was also born in the U.S. Although I identify with my race/ethnicity it isn't all that describes me. ","Female",21,"Some college, no degree","A few times a day","A few times a day","Within the past hour",1948,2020-09-16,"female","asian"
"507","2020-09-162001","2020-09-16 11:09:13","2020-09-16 11:10:40","IP Address","74.75.197.179",100,87,"True","2020-09-16 11:10:41","R_2scf9IETakfbmf0",NA,NA,NA,NA,44.4358978271484,-69.0143966674805,"anonymous","EN","Yes, I consent to participate","cdr","White","White","Male",32,"Some college, no degree","A few times an hour","A few times an hour","Within the past hour",2001,2020-09-16,"male","white"
"508","2020-09-162223","2020-09-16 12:01:57","2020-09-16 12:03:46","IP Address","137.165.173.148",100,108,"True","2020-09-16 12:03:46","R_1eyhfIQI7CX3nkk",NA,NA,NA,NA,42.7088928222656,-73.2035980224609,"anonymous","EN","Yes, I consent to participate","cdr","Asian","South Asian","Female",19,"Some college, no degree","A few times a week","A few times a week","Within the past day",2223,2020-09-16,"female","asian"
"509","2020-09-164116","2020-09-16 10:03:32","2020-09-16 10:06:11","IP Address","75.130.212.170",100,158,"True","2020-09-16 10:06:11","R_3LhBGtIsJfqYs7H",NA,NA,NA,NA,38.5792999267578,-90.4219970703125,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I would describe myself as ethnically Chinese. Nothing particular comes to mind if I see the question on official forms.","Male",19,"Some college, no degree","A few times a day","A few times a week","Within the past hour",4116,2020-09-16,"male","asian"
"510","2020-09-166231","2020-09-16 12:01:23","2020-09-16 12:26:07","IP Address","174.30.87.28",100,1483,"True","2020-09-16 12:26:07","R_2ARqzoztm2eGNpW",NA,NA,NA,NA,38.5773010253906,-92.2443008422852,"anonymous","EN","Yes, I consent to participate","cdr","White","caucasian","Female",47,"Associate's degree","A few times a day","A few times a day","Within the past hour",6231,2020-09-16,"female","white"
"511","2020-09-167433","2020-09-16 13:01:32","2020-09-16 13:03:05","IP Address","98.164.223.94",100,93,"True","2020-09-16 13:03:06","R_1DJ3LrSNl169lq4",NA,NA,NA,NA,33.6564025878906,-117.824501037598,"anonymous","EN","Yes, I consent to participate","cdr","Other","Persian/Iranian","Female",20,"Some college, no degree","A few times a day","A few times a week","Within the past hour",7433,2020-09-16,"female","white"
"512","2020-09-172711","2020-09-17 10:00:25","2020-09-17 10:01:49","IP Address","37.47.130.254",100,84,"True","2020-09-17 10:01:50","R_cMZrpHBOajpHS9j",NA,NA,NA,NA,52.4212951660156,16.9859008789062,"anonymous","EN","Yes, I consent to participate","cdr","Black or African American","Black","Male",21,"Some college, no degree","A few times a week","A few times a week","Within the past week",2711,2020-09-17,"male","white"
"513","2020-09-178999","2020-09-17 13:05:02","2020-09-17 13:06:02","IP Address","134.161.49.120",100,59,"True","2020-09-17 13:06:02","R_2vcfUMzUrxli6Bw",NA,NA,NA,NA,42.5243072509766,-92.4478988647461,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Vietnamese","Female",21,"Bachelor's degree","A few times a week","A few times a month","Within the past day",8999,2020-09-17,"female","asian"
"514","2020-09-179718","2020-09-17 10:00:38","2020-09-17 10:02:39","IP Address","24.30.103.9",100,121,"True","2020-09-17 10:02:39","R_3D22WrlJvHIXRlK",NA,NA,NA,NA,33.7657012939453,-84.2950973510742,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian American","Female",20,"Some college, no degree","A few times a week","A few times a week","Within the past week",9718,2020-09-17,"female","asian"
"515","2020-09-181407","2020-09-18 14:03:00","2020-09-18 14:05:15","IP Address","47.14.98.24",100,135,"True","2020-09-18 14:05:15","R_b2XhqW2x04vAEFj",NA,NA,NA,NA,42.1152954101562,-71.6643981933594,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Chinese","Female",23,"Bachelor's degree","A few times a month","A few times a year","Within the past month",1407,2020-09-18,"female","asian"
"516","2020-09-181932","2020-09-18 10:02:47","2020-09-18 10:04:22","IP Address","73.9.96.230",100,94,"True","2020-09-18 10:04:22","R_02jVNaTkLvKuQbD",NA,NA,NA,NA,41.8018035888672,-87.5992965698242,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Korean American ","Female",21,"Some college, no degree","A few times a day","A few times a day","Within the past day",1932,2020-09-18,"female","asian"
"517","2020-09-183308","2020-09-18 11:03:58","2020-09-18 11:07:17","IP Address","73.73.146.101",100,198,"True","2020-09-18 11:07:17","R_3HkxshaGZWId6Le",NA,NA,NA,NA,41.7404937744141,-87.6586990356445,"anonymous","EN","Yes, I consent to participate","cdr","Black or African American","Someone from African decent or has an African background","Non-binary",33,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",3308,2020-09-18,"female","black or african american"
"518","2020-09-183878","2020-09-18 10:08:10","2020-09-18 10:09:49","IP Address","73.73.40.234",100,99,"True","2020-09-18 10:09:50","R_3RlpBNuDw5TiG84",NA,NA,NA,NA,41.7996063232422,-88.0065994262695,"anonymous","EN","Yes, I consent to participate","cdr","White","German-Irish American.","Male",49,"Bachelor's degree","A few times a week","A few times a year","Within the past day",3878,2020-09-18,"male","white"
"519","2020-09-185087","2020-09-18 11:06:05","2020-09-18 11:08:41","IP Address","73.209.174.215",100,155,"True","2020-09-18 11:08:41","R_2e9mIzSXsjFYu5N",NA,NA,NA,NA,41.8018035888672,-87.5992965698242,"anonymous","EN","Yes, I consent to participate","cdr","White","I describe myself as white and as Italian. I answer White on all official forms.","Non-binary",23,"Master's degree","A few times a week","A few times a month","Within the past day",5087,2020-09-18,"female","white"
"520","2020-09-187566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female","asian"
"521","2020-09-216188","2020-09-21 13:03:15","2020-09-21 13:09:15","IP Address","104.221.94.150",100,360,"True","2020-09-21 13:09:15","R_3D6KXAgW3m84bLQ",NA,NA,NA,NA,45.4756011962891,-73.8367004394531,"anonymous","EN","Yes, I consent to participate","cdr","White","I would describe my race as Caucasian and my ethnicity is Jewish German. When I answer similar questions, what comes to mind is my background and family origins ","Male",21,"Graduated high school","A few times a day","A few times a day","Within the past hour",6188,2020-09-21,"male","white"
"522","2020-09-217579","2020-09-21 10:04:03","2020-09-21 10:05:47","IP Address","71.57.70.245",100,103,"True","2020-09-21 10:05:47","R_ZJCh9zyUW5GyShb",NA,NA,NA,NA,41.8018035888672,-87.5992965698242,"anonymous","EN","Yes, I consent to participate","CDR","Asian","Most forms offer only the option ""Asian"", but I think of myself as ""Indian""","Female",21,"Some college, no degree","A few times a week","A few times a day","Within the past week",7579,2020-09-21,"female","asian"
"523","2020-09-217633","2020-09-21 14:02:10","2020-09-21 14:04:04","IP Address","144.121.168.142",100,113,"True","2020-09-21 14:04:04","R_2E0gAQVv1Bu6DI6",NA,NA,NA,NA,41.8710021972656,-87.6288986206055,"anonymous","EN","Yes, I consent to participate","cdr","Two or more","Multiracial or white","Male",32,"Master's degree","A few times a day","A few times a day","Within the past day",7633,2020-09-21,"male","white"
"524","2020-09-217635","2020-09-21 10:07:27","2020-09-21 10:09:03","IP Address","40.131.69.18",100,96,"True","2020-09-21 10:09:03","R_ymSTHxuFVjeELvP",NA,NA,NA,NA,41.8881988525391,-87.6164016723633,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian, Indian, Brown","Female",27,"Master's degree","A few times a week","A few times a day","Within the past hour",7635,2020-09-21,"female","asian"
"525","2020-09-219665","2020-09-21 11:02:32","2020-09-21 11:04:30","IP Address","98.14.199.199",100,117,"True","2020-09-21 11:04:30","R_3ML63IXcDGshPhd",NA,NA,NA,NA,40.7680969238281,-73.8291015625,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian-American or Chinese-American","Female",21,"Some college, no degree","A few times a day","A few times a week","Within the past hour",9665,2020-09-21,"female","asian"
"526","2020-09-221915","2020-09-22 12:02:22","2020-09-22 12:04:35","IP Address","98.195.74.220",100,132,"True","2020-09-22 12:04:35","R_1rO0VsgE6yaOWZk",NA,NA,NA,NA,30.0408935546875,-95.5301971435547,"anonymous","EN","Yes, I consent to participate","cdr","Two or more","I am mixed - black, white.
Generally, I can choose both boxes, but sometimes I have to choose other.","Female",22,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",1915,2020-09-22,"female","black or african american"
"527","2020-09-222210","2020-09-22 13:01:06","2020-09-22 13:03:35","IP Address","50.5.138.52",100,148,"True","2020-09-22 13:03:35","R_3PdbApcy46m7bp4",NA,NA,NA,NA,39.2454071044922,-84.2537002563477,"anonymous","EN","Yes, I consent to participate","cdr","White","I am white and American.","Female",21,"Some college, no degree","A few times a month","A few times a week","Within the past week",2210,2020-09-22,"female","white"
"528","2020-09-222292","2020-09-22 14:07:00","2020-09-22 14:09:20","IP Address","71.233.245.90",100,139,"True","2020-09-22 14:09:20","R_1hFiVBXWzX2lZHK",NA,NA,NA,NA,42.3648986816406,-71.0987014770508,"anonymous","EN","Yes, I consent to participate","cdr","White","White","Female",22,"Bachelor's degree","A few times a week","A few times a week","Within the past week",2292,2020-09-22,"female","white"
"529","2020-09-222993","2020-09-22 10:04:10","2020-09-22 10:06:28","IP Address","107.192.142.232",100,138,"True","2020-09-22 10:06:29","R_2BsvO66htflT9xK",NA,NA,NA,NA,42.035400390625,-87.7369995117188,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I consider myself south asian. ","Female",20,"Graduated high school","A few times a week","A few times a week","Within the past day",2993,2020-09-22,"female","white"
"530","2020-09-225697","2020-09-22 14:03:27","2020-09-22 14:05:36","IP Address","198.74.7.30",100,128,"True","2020-09-22 14:05:36","R_1ghkIjAUgOQGCb7",NA,NA,NA,NA,44.9427032470703,-93.2871017456055,"anonymous","EN","Yes, I consent to participate","CDR","White","White AF","Male",24,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",5697,2020-09-22,"male","white"
"531","2020-09-227467","2020-09-22 13:15:54","2020-09-22 13:17:41","IP Address","128.61.73.237",100,107,"True","2020-09-22 13:17:42","R_10ZBkqbKUrC5XsH",NA,NA,NA,NA,33.7837982177734,-84.4455032348633,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I'm half Taiwanese and half Indonesian so typically Asian is just what I think of and put","Female",21,"Some college, no degree","A few times a day","A few times a day","Within the past day",7467,2020-09-22,"female","asian"
"532","2020-09-228608","2020-09-22 11:00:51","2020-09-22 11:01:52","IP Address","70.120.82.181",100,60,"True","2020-09-22 11:01:52","R_3s7whUUcoBVos1b",NA,NA,NA,NA,29.6584014892578,-98.4987030029297,"anonymous","EN","Yes, I consent to participate","cdr","White","born and raised American, I am white","Female",20,"Some college, no degree","A few times a week","A few times a week","Within the past day",8608,2020-09-22,"female","white"
"533","2020-09-233107","2020-09-23 10:06:39","2020-09-23 10:08:33","IP Address","24.6.1.239",100,113,"True","2020-09-23 10:08:33","R_2QQb1KpBbDHATN5",NA,NA,NA,NA,37.9759979248047,-122.335899353027,"anonymous","EN","Yes, I consent to participate","cdr","White","White, Eastern European","Female",23,"Bachelor's degree","A few times a week","A few times a day","Within the past hour",3107,2020-09-23,"female","white"
"534","2020-09-234905","2020-09-23 11:02:37","2020-09-23 11:04:52","IP Address","73.142.6.126",100,135,"True","2020-09-23 11:04:52","R_ah4TOkzpYMo7fmp",NA,NA,NA,NA,42.2339935302734,-72.5830001831055,"anonymous","EN","Yes, I consent to participate","cdr","White","White. That I don't particularly identify with that label, and what that means in terms of white privilege and the centering of white people in our society.","Female",26,"Bachelor's degree","A few times a day","A few times a week","Within the past hour",4905,2020-09-23,"female","hispanic"
"535","2020-09-236036","2020-09-23 10:04:28","2020-09-23 10:06:40","IP Address","198.37.16.233",100,132,"True","2020-09-23 10:06:41","R_VOsJtTQtlIBs1jz",NA,NA,NA,NA,41.8486022949219,-87.6287994384766,"anonymous","EN","Yes, I consent to participate","cdr","Hispanic","I am latina and hispanic, born and raised. I was born and raised in El Salvador, a Central American country.","Female",23,"Bachelor's degree","A few times a day","A few times a day","Within the past hour",6036,2020-09-23,"female","hispanic"
"536","2020-09-238036","2020-09-23 12:00:15","2020-09-23 12:03:18","IP Address","73.232.146.196",100,183,"True","2020-09-23 12:03:19","R_a3u4V1womlQaeid",NA,NA,NA,NA,29.64599609375,-95.8022994995117,"anonymous","EN","Yes, I consent to participate","cdr","White","I am of European descent of primarily Caucasian/white heritage.  What I generally think of is white ""non-hispanic"" white.","Female",24,"Master's degree","A few times a day","A few times a day","Within the past hour",8036,2020-09-23,"female","white"
"537","2020-09-238823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female","asian"
"538","2020-09-239633","2020-09-23 12:59:03","2020-09-23 13:02:32","IP Address","68.194.28.10",100,209,"True","2020-09-23 13:02:32","R_23ZY0isoVSFO99v",NA,NA,NA,NA,40.9364929199219,-74.0131988525391,"anonymous","EN","Yes, I consent to participate","CDR","Asian","Asian - Taiwanese","Female",19,"Some college, no degree","A few times a week","A few times a week","Within the past day",9633,2020-09-23,"female","asian"
"539","2020-09-242354","2020-09-24 10:59:34","2020-09-24 11:00:59","IP Address","68.103.24.120",100,84,"True","2020-09-24 11:01:01","R_32Yfg3snpFLzcgu",NA,NA,NA,NA,37.3932952880859,-94.7162017822266,"anonymous","EN","Yes, I consent to participate","cdr","White","I am white, like white white","Female",22,"Associate's degree","A few times an hour","A few times an hour","Within the past hour",2354,2020-09-24,"female","white"
"540","2020-09-242379","2020-09-24 12:03:06","2020-09-24 12:06:00","IP Address","32.209.107.78",100,173,"True","2020-09-24 12:06:01","R_vHJWvqfx1ge0HBL",NA,NA,NA,NA,41.7803039550781,-72.6179962158203,"anonymous","EN","Yes, I consent to participate","cdr","Black or African American","I would consider my race to be black and my ethnicity as Nigerian. When I answer these questions, I usually just put black/African American since this is one of the usual options","Female",20,"Graduated high school","A few times a week","A few times a week","Within the past day",2379,2020-09-24,"female","black or african american"
"541","2020-09-242475","2020-09-24 11:04:18","2020-09-24 11:07:06","IP Address","73.36.165.237",100,168,"True","2020-09-24 11:07:06","R_0CEj9XycezvBrFL",NA,NA,NA,NA,41.8018035888672,-87.5992965698242,"anonymous","EN","Yes, I consent to participate","cdr","White","White","Male",25,"Master's degree","A few times a day","A few times a day","Within the past hour",2475,2020-09-24,"female","white"
"542","2020-09-242475","2020-09-24 11:04:18","2020-09-24 11:07:06","IP Address","73.36.165.237",100,168,"True","2020-09-24 11:07:06","R_0CEj9XycezvBrFL",NA,NA,NA,NA,41.8018035888672,-87.5992965698242,"anonymous","EN","Yes, I consent to participate","cdr","White","White","Male",25,"Master's degree","A few times a day","A few times a day","Within the past hour",2475,2020-09-24,"male","white"
"543","2020-09-242475","2020-09-24 13:01:26","2020-09-24 13:03:17","IP Address","172.2.174.214",100,111,"True","2020-09-24 13:03:18","R_3PMJPa7SpnW1hMt",NA,NA,NA,NA,28.5724945068359,-81.1219024658203,"anonymous","EN","Yes, I consent to participate","cdr","White","Caucasian/White. English American. ","Male",31,"Bachelor's degree","A few times a day","A few times a day","Within the past day",2475,2020-09-24,"female","white"
"544","2020-09-242475","2020-09-24 13:01:26","2020-09-24 13:03:17","IP Address","172.2.174.214",100,111,"True","2020-09-24 13:03:18","R_3PMJPa7SpnW1hMt",NA,NA,NA,NA,28.5724945068359,-81.1219024658203,"anonymous","EN","Yes, I consent to participate","cdr","White","Caucasian/White. English American. ","Male",31,"Bachelor's degree","A few times a day","A few times a day","Within the past day",2475,2020-09-24,"male","white"
"545","2020-09-243116","2020-09-24 11:23:23","2020-09-24 11:25:06","IP Address","89.36.78.105",100,102,"True","2020-09-24 11:25:06","R_12ljPMgnez7JP6O",NA,NA,NA,NA,45.4994049072266,-73.5702972412109,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Chinese (Hong Kong)","Male",31,"Master's degree","A few times a day","A few times a day","Within the past hour",3116,2020-09-24,"male","asian"
"546","2020-09-243298","2020-09-24 12:04:46","2020-09-24 12:06:44","IP Address","108.36.102.166",100,118,"True","2020-09-24 12:06:44","R_cTHr7N8QE3HvX8Z",NA,NA,NA,NA,39.976806640625,-75.2559967041016,"anonymous","EN","Yes, I consent to participate","cdr","White","I am white of European descent. ","Female",38,"Bachelor's degree","A few times an hour","A few times an hour","Within the past hour",3298,2020-09-24,"female","white"
"547","2020-09-245051","2020-09-24 14:05:57","2020-09-24 14:08:10","IP Address","107.220.163.107",100,133,"True","2020-09-24 14:08:11","R_12c2xS4TfNYW4mX",NA,NA,NA,NA,29.9494934082031,-90.1203994750977,"anonymous","EN","Yes, I consent to participate","cdr","Hispanic","LatinX","Male",22,"Some college, no degree","A few times a week","A few times a month","Within the past week",5051,2020-09-24,"male","hispanic"
"548","2020-09-245536","2020-09-24 10:04:02","2020-09-24 10:11:56","IP Address","24.13.170.221",100,473,"True","2020-09-24 10:11:56","R_1ImGiDyJm7POjRM",NA,NA,NA,NA,41.7821044921875,-87.6045989990234,"anonymous","EN","Yes, I consent to participate","cdr","Two or more","I describe myself as a white mixed Latinx man, given that I am generally read as white but have two Black/Brown grandparents.","Male",22,"Some college, no degree","Never","A few times a year","Within the past year",5536,2020-09-24,"male","hispanic"
"549","2020-09-248682","2020-09-24 10:01:59","2020-09-24 10:03:22","IP Address","73.9.100.178",100,83,"True","2020-09-24 10:03:22","R_1q1HerIKzhxxXKg",NA,NA,NA,NA,41.8018035888672,-87.5992965698242,"anonymous","EN","Yes, I consent to participate","cdr","Hispanic","Mexican American ","Male",28,"Bachelor's degree","A few times a day","A few times an hour","Within the past hour",8682,2020-09-24,"male","white"
"550","2020-09-254151","2020-09-25 11:01:51","2020-09-25 11:04:17","IP Address","204.60.15.33",100,145,"True","2020-09-25 11:04:17","R_3G7CZoLy8y1ah9o",NA,NA,NA,NA,30.3773040771484,-97.7099990844727,"anonymous","EN","Yes, I consent to participate","cdr","Two or more","Mixed is how I usually describe my race/ethnicity. I usually wonder whether forms will contain multiple choice options.","Female",23,"Bachelor's degree","A few times a day","A few times a week","Within the past day",4151,2020-09-25,"female","asian"
"551","2020-09-255642","2020-09-25 13:01:54","2020-09-25 13:03:37","IP Address","73.55.149.145",100,102,"True","2020-09-25 13:03:37","R_3lLhgEdXxFN6Z2y",NA,NA,NA,NA,29.7212066650391,-95.3626022338867,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian-American","Male",39,"Bachelor's degree","A few times a day","A few times a day","Within the past day",5642,2020-09-25,"male","asian"
"552","2020-09-256904","2020-09-25 10:04:37","2020-09-25 10:08:18","IP Address","73.208.171.253",100,220,"True","2020-09-25 10:08:18","R_2TBEbrVV3DnQUSf",NA,NA,NA,NA,41.8018035888672,-87.5992965698242,"anonymous","EN","Yes, I consent to participate","cdr","Two or more","I would describe myself as half black, half white. I would not usually choose to describe myself on forums, but it would be similar if I have to.","Male",20,"Some college, no degree","A few times a year","A few times a day","Within the past day",6904,2020-09-25,"male","black or african american"
"553","2020-09-257170","2020-09-25 14:08:09","2020-09-25 14:09:54","IP Address","69.118.211.254",100,105,"True","2020-09-25 14:09:54","R_2e3AhxqgnaQlZk5",NA,NA,NA,NA,40.9476013183594,-73.8623962402344,"anonymous","EN","Yes, I consent to participate","cdr","Other","South Asian","Female",27,"Doctoral degree","A few times a week","A few times a week","Within the past hour",7170,2020-09-25,"female","asian"
"554","2020-09-257809","2020-09-25 14:01:51","2020-09-25 14:03:58","IP Address","73.235.22.114",100,127,"True","2020-09-25 14:03:58","R_3GeqDLwVFLvmLJu",NA,NA,NA,NA,38.5558929443359,-121.739105224609,"anonymous","EN","Yes, I consent to participate","cdr","Asian","I am full Japanese.","Female",20,"Some college, no degree","A few times an hour","A few times a day","Within the past hour",7809,2020-09-25,"female","asian"
"555","2020-09-283079","2020-09-28 13:03:35","2020-09-28 13:05:49","IP Address","98.206.166.29",100,133,"True","2020-09-28 13:05:49","R_2uD79KqjYJg3KCZ",NA,NA,NA,NA,41.7821044921875,-87.6045989990234,"anonymous","EN","Yes, I consent to participate","cdr","White","I am a caucasian American with little ties to my ancestry. I don't think much of these questions when I answer them on official forms.","Non-binary",23,"Bachelor's degree","A few times a day","A few times a week","Within the past hour",3079,2020-09-28,"female","white"
"556","2020-09-283653","2020-09-28 14:00:57","2020-09-28 14:04:17","IP Address","24.130.211.99",100,199,"True","2020-09-28 14:04:17","R_3FUPJAdXKHQLe5Y",NA,NA,NA,NA,37.28759765625,-121.984497070312,"anonymous","EN","Yes, I consent to participate","cdr","Hispanic","I generally put hispanic/latino. Even though it is only considered an ethnicity, i feel like that is the only category i identify with.","Female",21,"Some college, no degree","A few times a week","A few times a month","Within the past day",3653,2020-09-28,"female","hispanic"
"557","2020-09-284925","2020-09-28 11:07:51","2020-09-28 11:11:11","IP Address","162.234.15.18",100,200,"True","2020-09-28 11:11:12","R_1Ego326FcL5hPxX",NA,NA,NA,NA,41.7821044921875,-87.6045989990234,"anonymous","EN","Yes, I consent to participate","cdr","Other","Caucasian but not white;
Jewish Israeli","Female",23,"Bachelor's degree","A few times a day","A few times a day","Within the past day",4925,2020-09-28,"female","other"
"558","2020-09-285591","2020-09-28 10:04:10","2020-09-28 10:06:36","IP Address","172.100.19.130",100,146,"True","2020-09-28 10:06:36","R_3RpZGIQmeUl4SLM",NA,NA,NA,NA,42.8444061279297,-78.8149032592773,"anonymous","EN","Yes, I consent to participate","cdr","White","White. Or caucasian if the form says so. None of the other categories apply to me so its typically a very easy question to answer.  ","Female",29,"Master's degree","A few times a day","A few times a day","Within the past day",5591,2020-09-28,"female","white"
"559","2020-09-286336","2020-09-28 13:01:15","2020-09-28 13:03:51","IP Address","205.178.98.215",100,156,"True","2020-09-28 13:03:52","R_2fBSPVhiGI8gDuO",NA,NA,NA,NA,41.9409027099609,-87.6531982421875,"anonymous","EN","Yes, I consent to participate","cdr","Two or more","I am half-Filipino and half-Japanese. When answering official forms, I typically select Asian and Native Hawaiian/Pacific Islander as well since I feel that the Philippines falls under that racial category. ","Female",22,"Bachelor's degree","A few times a day","A few times a week","Within the past day",6336,2020-09-28,"female","asian"
"560","2020-09-286659","2020-09-28 13:58:20","2020-09-28 14:38:50","IP Address","187.153.65.94",100,2429,"True","2020-09-28 14:38:50","R_1C3mAwasHlsRp2Q",NA,NA,NA,NA,22.3330993652344,-97.8843002319336,"anonymous","EN","Yes, I consent to participate","cdr","Hispanic","I'm from Hispanic ethnicity living in the United States","Male",26,"Bachelor's degree","A few times an hour","A few times an hour","Within the past hour",6659,2020-09-28,"male","hispanic"
"561","2020-09-288571","2020-09-28 12:01:37","2020-09-28 12:03:44","IP Address","71.220.145.176",100,127,"True","2020-09-28 12:03:45","R_3n9tR90rRGVgF0o",NA,NA,NA,NA,30.4477996826172,-84.3210983276367,"anonymous","EN","Yes, I consent to participate","cdr","Hispanic","white/latina","Female",25,"Master's degree","A few times an hour","A few times an hour","Within the past hour",8571,2020-09-28,"female","white"
"562","2020-09-288606","2020-09-28 10:55:27","2020-09-28 10:57:46","IP Address","130.245.192.10",100,138,"True","2020-09-28 10:57:46","R_A6FZUwTtgWpF1Rf",NA,NA,NA,NA,40.9075927734375,-73.1220016479492,"anonymous","EN","Yes, I consent to participate","cdr","Asian","Asian(Chinese)","Female",21,"Some college, no degree","A few times a day","A few times a day","Within the past day",8606,2020-09-28,"female","asian"
